"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"Central",2026-04-11,"0.025",57,2026-04-11,"wk inc covid hosp",0,"quantile"
"Central",2026-04-11,"0.1",57,2026-04-11,"wk inc covid hosp",0,"quantile"
"Central",2026-04-11,"0.25",57,2026-04-11,"wk inc covid hosp",0,"quantile"
"Central",2026-04-11,"0.5",57,2026-04-11,"wk inc covid hosp",0,"quantile"
"Central",2026-04-11,"0.75",57,2026-04-11,"wk inc covid hosp",0,"quantile"
"Central",2026-04-11,"0.9",57,2026-04-11,"wk inc covid hosp",0,"quantile"
"Central",2026-04-11,"0.975",57,2026-04-11,"wk inc covid hosp",0,"quantile"
"East",2026-04-11,"0.025",48,2026-04-11,"wk inc covid hosp",0,"quantile"
"East",2026-04-11,"0.1",48,2026-04-11,"wk inc covid hosp",0,"quantile"
"East",2026-04-11,"0.25",48,2026-04-11,"wk inc covid hosp",0,"quantile"
"East",2026-04-11,"0.5",48,2026-04-11,"wk inc covid hosp",0,"quantile"
"East",2026-04-11,"0.75",48,2026-04-11,"wk inc covid hosp",0,"quantile"
"East",2026-04-11,"0.9",48,2026-04-11,"wk inc covid hosp",0,"quantile"
"East",2026-04-11,"0.975",48,2026-04-11,"wk inc covid hosp",0,"quantile"
"North East",2026-04-11,"0.025",4,2026-04-11,"wk inc covid hosp",0,"quantile"
"North East",2026-04-11,"0.1",4,2026-04-11,"wk inc covid hosp",0,"quantile"
"North East",2026-04-11,"0.25",4,2026-04-11,"wk inc covid hosp",0,"quantile"
"North East",2026-04-11,"0.5",4,2026-04-11,"wk inc covid hosp",0,"quantile"
"North East",2026-04-11,"0.75",4,2026-04-11,"wk inc covid hosp",0,"quantile"
"North East",2026-04-11,"0.9",4,2026-04-11,"wk inc covid hosp",0,"quantile"
"North East",2026-04-11,"0.975",4,2026-04-11,"wk inc covid hosp",0,"quantile"
"North West",2026-04-11,"0.025",3,2026-04-11,"wk inc covid hosp",0,"quantile"
"North West",2026-04-11,"0.1",3,2026-04-11,"wk inc covid hosp",0,"quantile"
"North West",2026-04-11,"0.25",3,2026-04-11,"wk inc covid hosp",0,"quantile"
"North West",2026-04-11,"0.5",3,2026-04-11,"wk inc covid hosp",0,"quantile"
"North West",2026-04-11,"0.75",3,2026-04-11,"wk inc covid hosp",0,"quantile"
"North West",2026-04-11,"0.9",3,2026-04-11,"wk inc covid hosp",0,"quantile"
"North West",2026-04-11,"0.975",3,2026-04-11,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-11,"0.025",229,2026-04-11,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-11,"0.1",229,2026-04-11,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-11,"0.25",229,2026-04-11,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-11,"0.5",229,2026-04-11,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-11,"0.75",229,2026-04-11,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-11,"0.9",229,2026-04-11,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-11,"0.975",229,2026-04-11,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-11,"0.025",41,2026-04-11,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-11,"0.1",41,2026-04-11,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-11,"0.25",41,2026-04-11,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-11,"0.5",41,2026-04-11,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-11,"0.75",41,2026-04-11,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-11,"0.9",41,2026-04-11,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-11,"0.975",41,2026-04-11,"wk inc covid hosp",0,"quantile"
"West",2026-04-11,"0.025",74,2026-04-11,"wk inc covid hosp",0,"quantile"
"West",2026-04-11,"0.1",74,2026-04-11,"wk inc covid hosp",0,"quantile"
"West",2026-04-11,"0.25",74,2026-04-11,"wk inc covid hosp",0,"quantile"
"West",2026-04-11,"0.5",74,2026-04-11,"wk inc covid hosp",0,"quantile"
"West",2026-04-11,"0.75",74,2026-04-11,"wk inc covid hosp",0,"quantile"
"West",2026-04-11,"0.9",74,2026-04-11,"wk inc covid hosp",0,"quantile"
"West",2026-04-11,"0.975",74,2026-04-11,"wk inc covid hosp",0,"quantile"
"Central",2026-04-18,"0.025",0,2026-04-11,"wk inc covid hosp",1,"quantile"
"Central",2026-04-18,"0.1",23,2026-04-11,"wk inc covid hosp",1,"quantile"
"Central",2026-04-18,"0.25",48,2026-04-11,"wk inc covid hosp",1,"quantile"
"Central",2026-04-18,"0.5",57,2026-04-11,"wk inc covid hosp",1,"quantile"
"Central",2026-04-18,"0.75",66,2026-04-11,"wk inc covid hosp",1,"quantile"
"Central",2026-04-18,"0.9",91,2026-04-11,"wk inc covid hosp",1,"quantile"
"Central",2026-04-18,"0.975",161,2026-04-11,"wk inc covid hosp",1,"quantile"
"East",2026-04-18,"0.025",0,2026-04-11,"wk inc covid hosp",1,"quantile"
"East",2026-04-18,"0.1",14,2026-04-11,"wk inc covid hosp",1,"quantile"
"East",2026-04-18,"0.25",39,2026-04-11,"wk inc covid hosp",1,"quantile"
"East",2026-04-18,"0.5",48,2026-04-11,"wk inc covid hosp",1,"quantile"
"East",2026-04-18,"0.75",57,2026-04-11,"wk inc covid hosp",1,"quantile"
"East",2026-04-18,"0.9",82,2026-04-11,"wk inc covid hosp",1,"quantile"
"East",2026-04-18,"0.975",152,2026-04-11,"wk inc covid hosp",1,"quantile"
"North East",2026-04-18,"0.025",0,2026-04-11,"wk inc covid hosp",1,"quantile"
"North East",2026-04-18,"0.1",0,2026-04-11,"wk inc covid hosp",1,"quantile"
"North East",2026-04-18,"0.25",0,2026-04-11,"wk inc covid hosp",1,"quantile"
"North East",2026-04-18,"0.5",4,2026-04-11,"wk inc covid hosp",1,"quantile"
"North East",2026-04-18,"0.75",13,2026-04-11,"wk inc covid hosp",1,"quantile"
"North East",2026-04-18,"0.9",38,2026-04-11,"wk inc covid hosp",1,"quantile"
"North East",2026-04-18,"0.975",108,2026-04-11,"wk inc covid hosp",1,"quantile"
"North West",2026-04-18,"0.025",0,2026-04-11,"wk inc covid hosp",1,"quantile"
"North West",2026-04-18,"0.1",0,2026-04-11,"wk inc covid hosp",1,"quantile"
"North West",2026-04-18,"0.25",0,2026-04-11,"wk inc covid hosp",1,"quantile"
"North West",2026-04-18,"0.5",3,2026-04-11,"wk inc covid hosp",1,"quantile"
"North West",2026-04-18,"0.75",12,2026-04-11,"wk inc covid hosp",1,"quantile"
"North West",2026-04-18,"0.9",37,2026-04-11,"wk inc covid hosp",1,"quantile"
"North West",2026-04-18,"0.975",107,2026-04-11,"wk inc covid hosp",1,"quantile"
"Ontario",2026-04-18,"0.025",125,2026-04-11,"wk inc covid hosp",1,"quantile"
"Ontario",2026-04-18,"0.1",195,2026-04-11,"wk inc covid hosp",1,"quantile"
"Ontario",2026-04-18,"0.25",220,2026-04-11,"wk inc covid hosp",1,"quantile"
"Ontario",2026-04-18,"0.5",229,2026-04-11,"wk inc covid hosp",1,"quantile"
"Ontario",2026-04-18,"0.75",238,2026-04-11,"wk inc covid hosp",1,"quantile"
"Ontario",2026-04-18,"0.9",263,2026-04-11,"wk inc covid hosp",1,"quantile"
"Ontario",2026-04-18,"0.975",333,2026-04-11,"wk inc covid hosp",1,"quantile"
"Toronto",2026-04-18,"0.025",0,2026-04-11,"wk inc covid hosp",1,"quantile"
"Toronto",2026-04-18,"0.1",7,2026-04-11,"wk inc covid hosp",1,"quantile"
"Toronto",2026-04-18,"0.25",32,2026-04-11,"wk inc covid hosp",1,"quantile"
"Toronto",2026-04-18,"0.5",41,2026-04-11,"wk inc covid hosp",1,"quantile"
"Toronto",2026-04-18,"0.75",50,2026-04-11,"wk inc covid hosp",1,"quantile"
"Toronto",2026-04-18,"0.9",75,2026-04-11,"wk inc covid hosp",1,"quantile"
"Toronto",2026-04-18,"0.975",145,2026-04-11,"wk inc covid hosp",1,"quantile"
"West",2026-04-18,"0.025",0,2026-04-11,"wk inc covid hosp",1,"quantile"
"West",2026-04-18,"0.1",40,2026-04-11,"wk inc covid hosp",1,"quantile"
"West",2026-04-18,"0.25",65,2026-04-11,"wk inc covid hosp",1,"quantile"
"West",2026-04-18,"0.5",74,2026-04-11,"wk inc covid hosp",1,"quantile"
"West",2026-04-18,"0.75",83,2026-04-11,"wk inc covid hosp",1,"quantile"
"West",2026-04-18,"0.9",108,2026-04-11,"wk inc covid hosp",1,"quantile"
"West",2026-04-18,"0.975",178,2026-04-11,"wk inc covid hosp",1,"quantile"
"Central",2026-04-25,"0.025",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"Central",2026-04-25,"0.1",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"Central",2026-04-25,"0.25",43,2026-04-11,"wk inc covid hosp",2,"quantile"
"Central",2026-04-25,"0.5",57,2026-04-11,"wk inc covid hosp",2,"quantile"
"Central",2026-04-25,"0.75",71,2026-04-11,"wk inc covid hosp",2,"quantile"
"Central",2026-04-25,"0.9",118,2026-04-11,"wk inc covid hosp",2,"quantile"
"Central",2026-04-25,"0.975",260,2026-04-11,"wk inc covid hosp",2,"quantile"
"East",2026-04-25,"0.025",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"East",2026-04-25,"0.1",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"East",2026-04-25,"0.25",34,2026-04-11,"wk inc covid hosp",2,"quantile"
"East",2026-04-25,"0.5",48,2026-04-11,"wk inc covid hosp",2,"quantile"
"East",2026-04-25,"0.75",62,2026-04-11,"wk inc covid hosp",2,"quantile"
"East",2026-04-25,"0.9",109,2026-04-11,"wk inc covid hosp",2,"quantile"
"East",2026-04-25,"0.975",251,2026-04-11,"wk inc covid hosp",2,"quantile"
"North East",2026-04-25,"0.025",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"North East",2026-04-25,"0.1",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"North East",2026-04-25,"0.25",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"North East",2026-04-25,"0.5",4,2026-04-11,"wk inc covid hosp",2,"quantile"
"North East",2026-04-25,"0.75",18,2026-04-11,"wk inc covid hosp",2,"quantile"
"North East",2026-04-25,"0.9",65,2026-04-11,"wk inc covid hosp",2,"quantile"
"North East",2026-04-25,"0.975",207,2026-04-11,"wk inc covid hosp",2,"quantile"
"North West",2026-04-25,"0.025",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"North West",2026-04-25,"0.1",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"North West",2026-04-25,"0.25",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"North West",2026-04-25,"0.5",3,2026-04-11,"wk inc covid hosp",2,"quantile"
"North West",2026-04-25,"0.75",17,2026-04-11,"wk inc covid hosp",2,"quantile"
"North West",2026-04-25,"0.9",64,2026-04-11,"wk inc covid hosp",2,"quantile"
"North West",2026-04-25,"0.975",206,2026-04-11,"wk inc covid hosp",2,"quantile"
"Ontario",2026-04-25,"0.025",26,2026-04-11,"wk inc covid hosp",2,"quantile"
"Ontario",2026-04-25,"0.1",168,2026-04-11,"wk inc covid hosp",2,"quantile"
"Ontario",2026-04-25,"0.25",215,2026-04-11,"wk inc covid hosp",2,"quantile"
"Ontario",2026-04-25,"0.5",229,2026-04-11,"wk inc covid hosp",2,"quantile"
"Ontario",2026-04-25,"0.75",243,2026-04-11,"wk inc covid hosp",2,"quantile"
"Ontario",2026-04-25,"0.9",290,2026-04-11,"wk inc covid hosp",2,"quantile"
