"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"Central",2026-04-11,"0.025",56,2026-04-11,"wk inc covid hosp",0,"quantile"
"Central",2026-04-11,"0.1",56,2026-04-11,"wk inc covid hosp",0,"quantile"
"Central",2026-04-11,"0.25",56,2026-04-11,"wk inc covid hosp",0,"quantile"
"Central",2026-04-11,"0.5",57,2026-04-11,"wk inc covid hosp",0,"quantile"
"Central",2026-04-11,"0.75",57,2026-04-11,"wk inc covid hosp",0,"quantile"
"Central",2026-04-11,"0.9",57,2026-04-11,"wk inc covid hosp",0,"quantile"
"Central",2026-04-11,"0.975",57,2026-04-11,"wk inc covid hosp",0,"quantile"
"East",2026-04-11,"0.025",47,2026-04-11,"wk inc covid hosp",0,"quantile"
"East",2026-04-11,"0.1",47,2026-04-11,"wk inc covid hosp",0,"quantile"
"East",2026-04-11,"0.25",47,2026-04-11,"wk inc covid hosp",0,"quantile"
"East",2026-04-11,"0.5",48,2026-04-11,"wk inc covid hosp",0,"quantile"
"East",2026-04-11,"0.75",48,2026-04-11,"wk inc covid hosp",0,"quantile"
"East",2026-04-11,"0.9",48,2026-04-11,"wk inc covid hosp",0,"quantile"
"East",2026-04-11,"0.975",48,2026-04-11,"wk inc covid hosp",0,"quantile"
"North East",2026-04-11,"0.025",3,2026-04-11,"wk inc covid hosp",0,"quantile"
"North East",2026-04-11,"0.1",3,2026-04-11,"wk inc covid hosp",0,"quantile"
"North East",2026-04-11,"0.25",3,2026-04-11,"wk inc covid hosp",0,"quantile"
"North East",2026-04-11,"0.5",4,2026-04-11,"wk inc covid hosp",0,"quantile"
"North East",2026-04-11,"0.75",4,2026-04-11,"wk inc covid hosp",0,"quantile"
"North East",2026-04-11,"0.9",4,2026-04-11,"wk inc covid hosp",0,"quantile"
"North East",2026-04-11,"0.975",4,2026-04-11,"wk inc covid hosp",0,"quantile"
"North West",2026-04-11,"0.025",2,2026-04-11,"wk inc covid hosp",0,"quantile"
"North West",2026-04-11,"0.1",2,2026-04-11,"wk inc covid hosp",0,"quantile"
"North West",2026-04-11,"0.25",2,2026-04-11,"wk inc covid hosp",0,"quantile"
"North West",2026-04-11,"0.5",3,2026-04-11,"wk inc covid hosp",0,"quantile"
"North West",2026-04-11,"0.75",3,2026-04-11,"wk inc covid hosp",0,"quantile"
"North West",2026-04-11,"0.9",3,2026-04-11,"wk inc covid hosp",0,"quantile"
"North West",2026-04-11,"0.975",3,2026-04-11,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-11,"0.025",229,2026-04-11,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-11,"0.1",229,2026-04-11,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-11,"0.25",229,2026-04-11,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-11,"0.5",229,2026-04-11,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-11,"0.75",230,2026-04-11,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-11,"0.9",230,2026-04-11,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-11,"0.975",230,2026-04-11,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-11,"0.025",40,2026-04-11,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-11,"0.1",40,2026-04-11,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-11,"0.25",40,2026-04-11,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-11,"0.5",41,2026-04-11,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-11,"0.75",41,2026-04-11,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-11,"0.9",41,2026-04-11,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-11,"0.975",41,2026-04-11,"wk inc covid hosp",0,"quantile"
"West",2026-04-11,"0.025",73,2026-04-11,"wk inc covid hosp",0,"quantile"
"West",2026-04-11,"0.1",73,2026-04-11,"wk inc covid hosp",0,"quantile"
"West",2026-04-11,"0.25",73,2026-04-11,"wk inc covid hosp",0,"quantile"
"West",2026-04-11,"0.5",74,2026-04-11,"wk inc covid hosp",0,"quantile"
"West",2026-04-11,"0.75",74,2026-04-11,"wk inc covid hosp",0,"quantile"
"West",2026-04-11,"0.9",74,2026-04-11,"wk inc covid hosp",0,"quantile"
"West",2026-04-11,"0.975",74,2026-04-11,"wk inc covid hosp",0,"quantile"
"Central",2026-04-18,"0.025",7,2026-04-11,"wk inc covid hosp",1,"quantile"
"Central",2026-04-18,"0.1",48,2026-04-11,"wk inc covid hosp",1,"quantile"
"Central",2026-04-18,"0.25",68,2026-04-11,"wk inc covid hosp",1,"quantile"
"Central",2026-04-18,"0.5",78,2026-04-11,"wk inc covid hosp",1,"quantile"
"Central",2026-04-18,"0.75",88,2026-04-11,"wk inc covid hosp",1,"quantile"
"Central",2026-04-18,"0.9",108,2026-04-11,"wk inc covid hosp",1,"quantile"
"Central",2026-04-18,"0.975",149,2026-04-11,"wk inc covid hosp",1,"quantile"
"East",2026-04-18,"0.025",0,2026-04-11,"wk inc covid hosp",1,"quantile"
"East",2026-04-18,"0.1",34,2026-04-11,"wk inc covid hosp",1,"quantile"
"East",2026-04-18,"0.25",54,2026-04-11,"wk inc covid hosp",1,"quantile"
"East",2026-04-18,"0.5",64,2026-04-11,"wk inc covid hosp",1,"quantile"
"East",2026-04-18,"0.75",74,2026-04-11,"wk inc covid hosp",1,"quantile"
"East",2026-04-18,"0.9",94,2026-04-11,"wk inc covid hosp",1,"quantile"
"East",2026-04-18,"0.975",135,2026-04-11,"wk inc covid hosp",1,"quantile"
"North East",2026-04-18,"0.025",0,2026-04-11,"wk inc covid hosp",1,"quantile"
"North East",2026-04-18,"0.1",0,2026-04-11,"wk inc covid hosp",1,"quantile"
"North East",2026-04-18,"0.25",4,2026-04-11,"wk inc covid hosp",1,"quantile"
"North East",2026-04-18,"0.5",14,2026-04-11,"wk inc covid hosp",1,"quantile"
"North East",2026-04-18,"0.75",24,2026-04-11,"wk inc covid hosp",1,"quantile"
"North East",2026-04-18,"0.9",44,2026-04-11,"wk inc covid hosp",1,"quantile"
"North East",2026-04-18,"0.975",85,2026-04-11,"wk inc covid hosp",1,"quantile"
"North West",2026-04-18,"0.025",0,2026-04-11,"wk inc covid hosp",1,"quantile"
"North West",2026-04-18,"0.1",0,2026-04-11,"wk inc covid hosp",1,"quantile"
"North West",2026-04-18,"0.25",0,2026-04-11,"wk inc covid hosp",1,"quantile"
"North West",2026-04-18,"0.5",9,2026-04-11,"wk inc covid hosp",1,"quantile"
"North West",2026-04-18,"0.75",19,2026-04-11,"wk inc covid hosp",1,"quantile"
"North West",2026-04-18,"0.9",39,2026-04-11,"wk inc covid hosp",1,"quantile"
"North West",2026-04-18,"0.975",80,2026-04-11,"wk inc covid hosp",1,"quantile"
"Ontario",2026-04-18,"0.025",187,2026-04-11,"wk inc covid hosp",1,"quantile"
"Ontario",2026-04-18,"0.1",229,2026-04-11,"wk inc covid hosp",1,"quantile"
"Ontario",2026-04-18,"0.25",248,2026-04-11,"wk inc covid hosp",1,"quantile"
"Ontario",2026-04-18,"0.5",259,2026-04-11,"wk inc covid hosp",1,"quantile"
"Ontario",2026-04-18,"0.75",269,2026-04-11,"wk inc covid hosp",1,"quantile"
"Ontario",2026-04-18,"0.9",288,2026-04-11,"wk inc covid hosp",1,"quantile"
"Ontario",2026-04-18,"0.975",330,2026-04-11,"wk inc covid hosp",1,"quantile"
"Toronto",2026-04-18,"0.025",0,2026-04-11,"wk inc covid hosp",1,"quantile"
"Toronto",2026-04-18,"0.1",12,2026-04-11,"wk inc covid hosp",1,"quantile"
"Toronto",2026-04-18,"0.25",31,2026-04-11,"wk inc covid hosp",1,"quantile"
"Toronto",2026-04-18,"0.5",41,2026-04-11,"wk inc covid hosp",1,"quantile"
"Toronto",2026-04-18,"0.75",52,2026-04-11,"wk inc covid hosp",1,"quantile"
"Toronto",2026-04-18,"0.9",71,2026-04-11,"wk inc covid hosp",1,"quantile"
"Toronto",2026-04-18,"0.975",113,2026-04-11,"wk inc covid hosp",1,"quantile"
"West",2026-04-18,"0.025",0,2026-04-11,"wk inc covid hosp",1,"quantile"
"West",2026-04-18,"0.1",42,2026-04-11,"wk inc covid hosp",1,"quantile"
"West",2026-04-18,"0.25",61,2026-04-11,"wk inc covid hosp",1,"quantile"
"West",2026-04-18,"0.5",72,2026-04-11,"wk inc covid hosp",1,"quantile"
"West",2026-04-18,"0.75",82,2026-04-11,"wk inc covid hosp",1,"quantile"
"West",2026-04-18,"0.9",101,2026-04-11,"wk inc covid hosp",1,"quantile"
"West",2026-04-18,"0.975",143,2026-04-11,"wk inc covid hosp",1,"quantile"
"Central",2026-04-25,"0.025",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"Central",2026-04-25,"0.1",40,2026-04-11,"wk inc covid hosp",2,"quantile"
"Central",2026-04-25,"0.25",77,2026-04-11,"wk inc covid hosp",2,"quantile"
"Central",2026-04-25,"0.5",98,2026-04-11,"wk inc covid hosp",2,"quantile"
"Central",2026-04-25,"0.75",118,2026-04-11,"wk inc covid hosp",2,"quantile"
"Central",2026-04-25,"0.9",155,2026-04-11,"wk inc covid hosp",2,"quantile"
"Central",2026-04-25,"0.975",251,2026-04-11,"wk inc covid hosp",2,"quantile"
"East",2026-04-25,"0.025",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"East",2026-04-25,"0.1",27,2026-04-11,"wk inc covid hosp",2,"quantile"
"East",2026-04-25,"0.25",63,2026-04-11,"wk inc covid hosp",2,"quantile"
"East",2026-04-25,"0.5",84,2026-04-11,"wk inc covid hosp",2,"quantile"
"East",2026-04-25,"0.75",105,2026-04-11,"wk inc covid hosp",2,"quantile"
"East",2026-04-25,"0.9",141,2026-04-11,"wk inc covid hosp",2,"quantile"
"East",2026-04-25,"0.975",238,2026-04-11,"wk inc covid hosp",2,"quantile"
"North East",2026-04-25,"0.025",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"North East",2026-04-25,"0.1",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"North East",2026-04-25,"0.25",8,2026-04-11,"wk inc covid hosp",2,"quantile"
"North East",2026-04-25,"0.5",28,2026-04-11,"wk inc covid hosp",2,"quantile"
"North East",2026-04-25,"0.75",49,2026-04-11,"wk inc covid hosp",2,"quantile"
"North East",2026-04-25,"0.9",86,2026-04-11,"wk inc covid hosp",2,"quantile"
"North East",2026-04-25,"0.975",182,2026-04-11,"wk inc covid hosp",2,"quantile"
"North West",2026-04-25,"0.025",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"North West",2026-04-25,"0.1",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"North West",2026-04-25,"0.25",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"North West",2026-04-25,"0.5",19,2026-04-11,"wk inc covid hosp",2,"quantile"
"North West",2026-04-25,"0.75",40,2026-04-11,"wk inc covid hosp",2,"quantile"
"North West",2026-04-25,"0.9",76,2026-04-11,"wk inc covid hosp",2,"quantile"
"North West",2026-04-25,"0.975",173,2026-04-11,"wk inc covid hosp",2,"quantile"
"Ontario",2026-04-25,"0.025",134,2026-04-11,"wk inc covid hosp",2,"quantile"
"Ontario",2026-04-25,"0.1",230,2026-04-11,"wk inc covid hosp",2,"quantile"
"Ontario",2026-04-25,"0.25",266,2026-04-11,"wk inc covid hosp",2,"quantile"
"Ontario",2026-04-25,"0.5",287,2026-04-11,"wk inc covid hosp",2,"quantile"
"Ontario",2026-04-25,"0.75",308,2026-04-11,"wk inc covid hosp",2,"quantile"
"Ontario",2026-04-25,"0.9",344,2026-04-11,"wk inc covid hosp",2,"quantile"
"Ontario",2026-04-25,"0.975",441,2026-04-11,"wk inc covid hosp",2,"quantile"
"Toronto",2026-04-25,"0.025",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"Toronto",2026-04-25,"0.1",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"Toronto",2026-04-25,"0.25",28,2026-04-11,"wk inc covid hosp",2,"quantile"
"Toronto",2026-04-25,"0.5",48,2026-04-11,"wk inc covid hosp",2,"quantile"
"Toronto",2026-04-25,"0.75",69,2026-04-11,"wk inc covid hosp",2,"quantile"
"Toronto",2026-04-25,"0.9",106,2026-04-11,"wk inc covid hosp",2,"quantile"
"Toronto",2026-04-25,"0.975",202,2026-04-11,"wk inc covid hosp",2,"quantile"
"West",2026-04-25,"0.025",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"West",2026-04-25,"0.1",18,2026-04-11,"wk inc covid hosp",2,"quantile"
"West",2026-04-25,"0.25",54,2026-04-11,"wk inc covid hosp",2,"quantile"
"West",2026-04-25,"0.5",75,2026-04-11,"wk inc covid hosp",2,"quantile"
"West",2026-04-25,"0.75",96,2026-04-11,"wk inc covid hosp",2,"quantile"
"West",2026-04-25,"0.9",132,2026-04-11,"wk inc covid hosp",2,"quantile"
"West",2026-04-25,"0.975",228,2026-04-11,"wk inc covid hosp",2,"quantile"
"Central",2026-05-02,"0.025",0,2026-04-11,"wk inc covid hosp",3,"quantile"
"Central",2026-05-02,"0.1",32,2026-04-11,"wk inc covid hosp",3,"quantile"
"Central",2026-05-02,"0.25",81,2026-04-11,"wk inc covid hosp",3,"quantile"
"Central",2026-05-02,"0.5",112,2026-04-11,"wk inc covid hosp",3,"quantile"
"Central",2026-05-02,"0.75",142,2026-04-11,"wk inc covid hosp",3,"quantile"
"Central",2026-05-02,"0.9",192,2026-04-11,"wk inc covid hosp",3,"quantile"
"Central",2026-05-02,"0.975",345,2026-04-11,"wk inc covid hosp",3,"quantile"
"East",2026-05-02,"0.025",0,2026-04-11,"wk inc covid hosp",3,"quantile"
"East",2026-05-02,"0.1",22,2026-04-11,"wk inc covid hosp",3,"quantile"
"East",2026-05-02,"0.25",71,2026-04-11,"wk inc covid hosp",3,"quantile"
"East",2026-05-02,"0.5",102,2026-04-11,"wk inc covid hosp",3,"quantile"
"East",2026-05-02,"0.75",132,2026-04-11,"wk inc covid hosp",3,"quantile"
"East",2026-05-02,"0.9",182,2026-04-11,"wk inc covid hosp",3,"quantile"
"East",2026-05-02,"0.975",335,2026-04-11,"wk inc covid hosp",3,"quantile"
"North East",2026-05-02,"0.025",0,2026-04-11,"wk inc covid hosp",3,"quantile"
"North East",2026-05-02,"0.1",0,2026-04-11,"wk inc covid hosp",3,"quantile"
"North East",2026-05-02,"0.25",13,2026-04-11,"wk inc covid hosp",3,"quantile"
"North East",2026-05-02,"0.5",44,2026-04-11,"wk inc covid hosp",3,"quantile"
"North East",2026-05-02,"0.75",74,2026-04-11,"wk inc covid hosp",3,"quantile"
"North East",2026-05-02,"0.9",124,2026-04-11,"wk inc covid hosp",3,"quantile"
"North East",2026-05-02,"0.975",277,2026-04-11,"wk inc covid hosp",3,"quantile"
"North West",2026-05-02,"0.025",0,2026-04-11,"wk inc covid hosp",3,"quantile"
"North West",2026-05-02,"0.1",0,2026-04-11,"wk inc covid hosp",3,"quantile"
"North West",2026-05-02,"0.25",1,2026-04-11,"wk inc covid hosp",3,"quantile"
"North West",2026-05-02,"0.5",31,2026-04-11,"wk inc covid hosp",3,"quantile"
"North West",2026-05-02,"0.75",62,2026-04-11,"wk inc covid hosp",3,"quantile"
"North West",2026-05-02,"0.9",112,2026-04-11,"wk inc covid hosp",3,"quantile"
"North West",2026-05-02,"0.975",265,2026-04-11,"wk inc covid hosp",3,"quantile"
"Ontario",2026-05-02,"0.025",70,2026-04-11,"wk inc covid hosp",3,"quantile"
"Ontario",2026-05-02,"0.1",223,2026-04-11,"wk inc covid hosp",3,"quantile"
"Ontario",2026-05-02,"0.25",273,2026-04-11,"wk inc covid hosp",3,"quantile"
"Ontario",2026-05-02,"0.5",303,2026-04-11,"wk inc covid hosp",3,"quantile"
"Ontario",2026-05-02,"0.75",334,2026-04-11,"wk inc covid hosp",3,"quantile"
"Ontario",2026-05-02,"0.9",384,2026-04-11,"wk inc covid hosp",3,"quantile"
"Ontario",2026-05-02,"0.975",537,2026-04-11,"wk inc covid hosp",3,"quantile"
"Toronto",2026-05-02,"0.025",0,2026-04-11,"wk inc covid hosp",3,"quantile"
"Toronto",2026-05-02,"0.1",0,2026-04-11,"wk inc covid hosp",3,"quantile"
"Toronto",2026-05-02,"0.25",29,2026-04-11,"wk inc covid hosp",3,"quantile"
"Toronto",2026-05-02,"0.5",59,2026-04-11,"wk inc covid hosp",3,"quantile"
"Toronto",2026-05-02,"0.75",90,2026-04-11,"wk inc covid hosp",3,"quantile"
"Toronto",2026-05-02,"0.9",140,2026-04-11,"wk inc covid hosp",3,"quantile"
"Toronto",2026-05-02,"0.975",293,2026-04-11,"wk inc covid hosp",3,"quantile"
"West",2026-05-02,"0.025",0,2026-04-11,"wk inc covid hosp",3,"quantile"
"West",2026-05-02,"0.1",2,2026-04-11,"wk inc covid hosp",3,"quantile"
"West",2026-05-02,"0.25",52,2026-04-11,"wk inc covid hosp",3,"quantile"
"West",2026-05-02,"0.5",82,2026-04-11,"wk inc covid hosp",3,"quantile"
"West",2026-05-02,"0.75",113,2026-04-11,"wk inc covid hosp",3,"quantile"
"West",2026-05-02,"0.9",163,2026-04-11,"wk inc covid hosp",3,"quantile"
"West",2026-05-02,"0.975",316,2026-04-11,"wk inc covid hosp",3,"quantile"
"Central",2026-04-11,"0.025",17,2026-04-11,"wk inc rsv hosp",0,"quantile"
"Central",2026-04-11,"0.1",17,2026-04-11,"wk inc rsv hosp",0,"quantile"
"Central",2026-04-11,"0.25",17,2026-04-11,"wk inc rsv hosp",0,"quantile"
"Central",2026-04-11,"0.5",18,2026-04-11,"wk inc rsv hosp",0,"quantile"
"Central",2026-04-11,"0.75",18,2026-04-11,"wk inc rsv hosp",0,"quantile"
"Central",2026-04-11,"0.9",18,2026-04-11,"wk inc rsv hosp",0,"quantile"
"Central",2026-04-11,"0.975",18,2026-04-11,"wk inc rsv hosp",0,"quantile"
"East",2026-04-11,"0.025",15,2026-04-11,"wk inc rsv hosp",0,"quantile"
"East",2026-04-11,"0.1",15,2026-04-11,"wk inc rsv hosp",0,"quantile"
"East",2026-04-11,"0.25",15,2026-04-11,"wk inc rsv hosp",0,"quantile"
"East",2026-04-11,"0.5",16,2026-04-11,"wk inc rsv hosp",0,"quantile"
"East",2026-04-11,"0.75",16,2026-04-11,"wk inc rsv hosp",0,"quantile"
"East",2026-04-11,"0.9",16,2026-04-11,"wk inc rsv hosp",0,"quantile"
"East",2026-04-11,"0.975",16,2026-04-11,"wk inc rsv hosp",0,"quantile"
"North East",2026-04-11,"0.025",1,2026-04-11,"wk inc rsv hosp",0,"quantile"
"North East",2026-04-11,"0.1",1,2026-04-11,"wk inc rsv hosp",0,"quantile"
"North East",2026-04-11,"0.25",1,2026-04-11,"wk inc rsv hosp",0,"quantile"
"North East",2026-04-11,"0.5",2,2026-04-11,"wk inc rsv hosp",0,"quantile"
"North East",2026-04-11,"0.75",2,2026-04-11,"wk inc rsv hosp",0,"quantile"
"North East",2026-04-11,"0.9",2,2026-04-11,"wk inc rsv hosp",0,"quantile"
"North East",2026-04-11,"0.975",2,2026-04-11,"wk inc rsv hosp",0,"quantile"
"North West",2026-04-11,"0.025",3,2026-04-11,"wk inc rsv hosp",0,"quantile"
