"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"Central",2026-05-02,"0.025",20,2026-05-02,"wk inc covid hosp",0,"quantile"
"Central",2026-05-02,"0.1",20,2026-05-02,"wk inc covid hosp",0,"quantile"
"Central",2026-05-02,"0.25",20,2026-05-02,"wk inc covid hosp",0,"quantile"
"Central",2026-05-02,"0.5",20,2026-05-02,"wk inc covid hosp",0,"quantile"
"Central",2026-05-02,"0.75",21,2026-05-02,"wk inc covid hosp",0,"quantile"
"Central",2026-05-02,"0.9",21,2026-05-02,"wk inc covid hosp",0,"quantile"
"Central",2026-05-02,"0.975",21,2026-05-02,"wk inc covid hosp",0,"quantile"
"East",2026-05-02,"0.025",21,2026-05-02,"wk inc covid hosp",0,"quantile"
"East",2026-05-02,"0.1",21,2026-05-02,"wk inc covid hosp",0,"quantile"
"East",2026-05-02,"0.25",21,2026-05-02,"wk inc covid hosp",0,"quantile"
"East",2026-05-02,"0.5",21,2026-05-02,"wk inc covid hosp",0,"quantile"
"East",2026-05-02,"0.75",22,2026-05-02,"wk inc covid hosp",0,"quantile"
"East",2026-05-02,"0.9",22,2026-05-02,"wk inc covid hosp",0,"quantile"
"East",2026-05-02,"0.975",22,2026-05-02,"wk inc covid hosp",0,"quantile"
"North East",2026-05-02,"0.025",4,2026-05-02,"wk inc covid hosp",0,"quantile"
"North East",2026-05-02,"0.1",4,2026-05-02,"wk inc covid hosp",0,"quantile"
"North East",2026-05-02,"0.25",4,2026-05-02,"wk inc covid hosp",0,"quantile"
"North East",2026-05-02,"0.5",4,2026-05-02,"wk inc covid hosp",0,"quantile"
"North East",2026-05-02,"0.75",5,2026-05-02,"wk inc covid hosp",0,"quantile"
"North East",2026-05-02,"0.9",5,2026-05-02,"wk inc covid hosp",0,"quantile"
"North East",2026-05-02,"0.975",5,2026-05-02,"wk inc covid hosp",0,"quantile"
"North West",2026-05-02,"0.025",0,2026-05-02,"wk inc covid hosp",0,"quantile"
"North West",2026-05-02,"0.1",0,2026-05-02,"wk inc covid hosp",0,"quantile"
"North West",2026-05-02,"0.25",0,2026-05-02,"wk inc covid hosp",0,"quantile"
"North West",2026-05-02,"0.5",0,2026-05-02,"wk inc covid hosp",0,"quantile"
"North West",2026-05-02,"0.75",1,2026-05-02,"wk inc covid hosp",0,"quantile"
"North West",2026-05-02,"0.9",1,2026-05-02,"wk inc covid hosp",0,"quantile"
"North West",2026-05-02,"0.975",1,2026-05-02,"wk inc covid hosp",0,"quantile"
"Ontario",2026-05-02,"0.025",105,2026-05-02,"wk inc covid hosp",0,"quantile"
"Ontario",2026-05-02,"0.1",105,2026-05-02,"wk inc covid hosp",0,"quantile"
"Ontario",2026-05-02,"0.25",105,2026-05-02,"wk inc covid hosp",0,"quantile"
"Ontario",2026-05-02,"0.5",105,2026-05-02,"wk inc covid hosp",0,"quantile"
"Ontario",2026-05-02,"0.75",106,2026-05-02,"wk inc covid hosp",0,"quantile"
"Ontario",2026-05-02,"0.9",106,2026-05-02,"wk inc covid hosp",0,"quantile"
"Ontario",2026-05-02,"0.975",106,2026-05-02,"wk inc covid hosp",0,"quantile"
"Toronto",2026-05-02,"0.025",26,2026-05-02,"wk inc covid hosp",0,"quantile"
"Toronto",2026-05-02,"0.1",26,2026-05-02,"wk inc covid hosp",0,"quantile"
"Toronto",2026-05-02,"0.25",26,2026-05-02,"wk inc covid hosp",0,"quantile"
"Toronto",2026-05-02,"0.5",26,2026-05-02,"wk inc covid hosp",0,"quantile"
"Toronto",2026-05-02,"0.75",27,2026-05-02,"wk inc covid hosp",0,"quantile"
"Toronto",2026-05-02,"0.9",27,2026-05-02,"wk inc covid hosp",0,"quantile"
"Toronto",2026-05-02,"0.975",27,2026-05-02,"wk inc covid hosp",0,"quantile"
"West",2026-05-02,"0.025",33,2026-05-02,"wk inc covid hosp",0,"quantile"
"West",2026-05-02,"0.1",33,2026-05-02,"wk inc covid hosp",0,"quantile"
"West",2026-05-02,"0.25",33,2026-05-02,"wk inc covid hosp",0,"quantile"
"West",2026-05-02,"0.5",33,2026-05-02,"wk inc covid hosp",0,"quantile"
"West",2026-05-02,"0.75",34,2026-05-02,"wk inc covid hosp",0,"quantile"
"West",2026-05-02,"0.9",34,2026-05-02,"wk inc covid hosp",0,"quantile"
"West",2026-05-02,"0.975",34,2026-05-02,"wk inc covid hosp",0,"quantile"
"Central",2026-05-09,"0.025",0,2026-05-02,"wk inc covid hosp",1,"quantile"
"Central",2026-05-09,"0.1",0,2026-05-02,"wk inc covid hosp",1,"quantile"
"Central",2026-05-09,"0.25",7,2026-05-02,"wk inc covid hosp",1,"quantile"
