"location","target_end_date","output_type_id","value","reference_date","target","horizon","output_type"
"Central",2026-04-11,"0.025",43,2026-04-11,"wk inc covid hosp",0,"quantile"
"Central",2026-04-11,"0.1",53,2026-04-11,"wk inc covid hosp",0,"quantile"
"Central",2026-04-11,"0.25",55,2026-04-11,"wk inc covid hosp",0,"quantile"
"Central",2026-04-11,"0.5",56,2026-04-11,"wk inc covid hosp",0,"quantile"
"Central",2026-04-11,"0.75",58,2026-04-11,"wk inc covid hosp",0,"quantile"
"Central",2026-04-11,"0.9",60,2026-04-11,"wk inc covid hosp",0,"quantile"
"Central",2026-04-11,"0.975",70,2026-04-11,"wk inc covid hosp",0,"quantile"
"East",2026-04-11,"0.025",34,2026-04-11,"wk inc covid hosp",0,"quantile"
"East",2026-04-11,"0.1",45,2026-04-11,"wk inc covid hosp",0,"quantile"
"East",2026-04-11,"0.25",47,2026-04-11,"wk inc covid hosp",0,"quantile"
"East",2026-04-11,"0.5",48,2026-04-11,"wk inc covid hosp",0,"quantile"
"East",2026-04-11,"0.75",49,2026-04-11,"wk inc covid hosp",0,"quantile"
"East",2026-04-11,"0.9",51,2026-04-11,"wk inc covid hosp",0,"quantile"
"East",2026-04-11,"0.975",62,2026-04-11,"wk inc covid hosp",0,"quantile"
"North East",2026-04-11,"0.025",0,2026-04-11,"wk inc covid hosp",0,"quantile"
"North East",2026-04-11,"0.1",1,2026-04-11,"wk inc covid hosp",0,"quantile"
"North East",2026-04-11,"0.25",3,2026-04-11,"wk inc covid hosp",0,"quantile"
"North East",2026-04-11,"0.5",4,2026-04-11,"wk inc covid hosp",0,"quantile"
"North East",2026-04-11,"0.75",5,2026-04-11,"wk inc covid hosp",0,"quantile"
"North East",2026-04-11,"0.9",7,2026-04-11,"wk inc covid hosp",0,"quantile"
"North East",2026-04-11,"0.975",18,2026-04-11,"wk inc covid hosp",0,"quantile"
"North West",2026-04-11,"0.025",0,2026-04-11,"wk inc covid hosp",0,"quantile"
"North West",2026-04-11,"0.1",0,2026-04-11,"wk inc covid hosp",0,"quantile"
"North West",2026-04-11,"0.25",1,2026-04-11,"wk inc covid hosp",0,"quantile"
"North West",2026-04-11,"0.5",2,2026-04-11,"wk inc covid hosp",0,"quantile"
"North West",2026-04-11,"0.75",3,2026-04-11,"wk inc covid hosp",0,"quantile"
"North West",2026-04-11,"0.9",5,2026-04-11,"wk inc covid hosp",0,"quantile"
"North West",2026-04-11,"0.975",16,2026-04-11,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-11,"0.025",211,2026-04-11,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-11,"0.1",222,2026-04-11,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-11,"0.25",224,2026-04-11,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-11,"0.5",225,2026-04-11,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-11,"0.75",226,2026-04-11,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-11,"0.9",228,2026-04-11,"wk inc covid hosp",0,"quantile"
"Ontario",2026-04-11,"0.975",239,2026-04-11,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-11,"0.025",27,2026-04-11,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-11,"0.1",38,2026-04-11,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-11,"0.25",40,2026-04-11,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-11,"0.5",41,2026-04-11,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-11,"0.75",42,2026-04-11,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-11,"0.9",44,2026-04-11,"wk inc covid hosp",0,"quantile"
"Toronto",2026-04-11,"0.975",55,2026-04-11,"wk inc covid hosp",0,"quantile"
"West",2026-04-11,"0.025",60,2026-04-11,"wk inc covid hosp",0,"quantile"
"West",2026-04-11,"0.1",71,2026-04-11,"wk inc covid hosp",0,"quantile"
"West",2026-04-11,"0.25",73,2026-04-11,"wk inc covid hosp",0,"quantile"
"West",2026-04-11,"0.5",74,2026-04-11,"wk inc covid hosp",0,"quantile"
"West",2026-04-11,"0.75",75,2026-04-11,"wk inc covid hosp",0,"quantile"
"West",2026-04-11,"0.9",77,2026-04-11,"wk inc covid hosp",0,"quantile"
"West",2026-04-11,"0.975",88,2026-04-11,"wk inc covid hosp",0,"quantile"
"Central",2026-04-18,"0.025",13,2026-04-11,"wk inc covid hosp",1,"quantile"
"Central",2026-04-18,"0.1",49,2026-04-11,"wk inc covid hosp",1,"quantile"
"Central",2026-04-18,"0.25",60,2026-04-11,"wk inc covid hosp",1,"quantile"
"Central",2026-04-18,"0.5",65,2026-04-11,"wk inc covid hosp",1,"quantile"
"Central",2026-04-18,"0.75",70,2026-04-11,"wk inc covid hosp",1,"quantile"
"Central",2026-04-18,"0.9",81,2026-04-11,"wk inc covid hosp",1,"quantile"
"Central",2026-04-18,"0.975",117,2026-04-11,"wk inc covid hosp",1,"quantile"
"East",2026-04-18,"0.025",0,2026-04-11,"wk inc covid hosp",1,"quantile"
"East",2026-04-18,"0.1",32,2026-04-11,"wk inc covid hosp",1,"quantile"
"East",2026-04-18,"0.25",42,2026-04-11,"wk inc covid hosp",1,"quantile"
"East",2026-04-18,"0.5",47,2026-04-11,"wk inc covid hosp",1,"quantile"
"East",2026-04-18,"0.75",52,2026-04-11,"wk inc covid hosp",1,"quantile"
"East",2026-04-18,"0.9",63,2026-04-11,"wk inc covid hosp",1,"quantile"
"East",2026-04-18,"0.975",99,2026-04-11,"wk inc covid hosp",1,"quantile"
"North East",2026-04-18,"0.025",0,2026-04-11,"wk inc covid hosp",1,"quantile"
"North East",2026-04-18,"0.1",0,2026-04-11,"wk inc covid hosp",1,"quantile"
"North East",2026-04-18,"0.25",1,2026-04-11,"wk inc covid hosp",1,"quantile"
"North East",2026-04-18,"0.5",6,2026-04-11,"wk inc covid hosp",1,"quantile"
"North East",2026-04-18,"0.75",11,2026-04-11,"wk inc covid hosp",1,"quantile"
"North East",2026-04-18,"0.9",22,2026-04-11,"wk inc covid hosp",1,"quantile"
"North East",2026-04-18,"0.975",58,2026-04-11,"wk inc covid hosp",1,"quantile"
"North West",2026-04-18,"0.025",0,2026-04-11,"wk inc covid hosp",1,"quantile"
"North West",2026-04-18,"0.1",0,2026-04-11,"wk inc covid hosp",1,"quantile"
"North West",2026-04-18,"0.25",0,2026-04-11,"wk inc covid hosp",1,"quantile"
"North West",2026-04-18,"0.5",2,2026-04-11,"wk inc covid hosp",1,"quantile"
"North West",2026-04-18,"0.75",8,2026-04-11,"wk inc covid hosp",1,"quantile"
"North West",2026-04-18,"0.9",18,2026-04-11,"wk inc covid hosp",1,"quantile"
"North West",2026-04-18,"0.975",54,2026-04-11,"wk inc covid hosp",1,"quantile"
"Ontario",2026-04-18,"0.025",183,2026-04-11,"wk inc covid hosp",1,"quantile"
"Ontario",2026-04-18,"0.1",219,2026-04-11,"wk inc covid hosp",1,"quantile"
"Ontario",2026-04-18,"0.25",229,2026-04-11,"wk inc covid hosp",1,"quantile"
"Ontario",2026-04-18,"0.5",234,2026-04-11,"wk inc covid hosp",1,"quantile"
"Ontario",2026-04-18,"0.75",240,2026-04-11,"wk inc covid hosp",1,"quantile"
"Ontario",2026-04-18,"0.9",250,2026-04-11,"wk inc covid hosp",1,"quantile"
"Ontario",2026-04-18,"0.975",286,2026-04-11,"wk inc covid hosp",1,"quantile"
"Toronto",2026-04-18,"0.025",0,2026-04-11,"wk inc covid hosp",1,"quantile"
"Toronto",2026-04-18,"0.1",20,2026-04-11,"wk inc covid hosp",1,"quantile"
"Toronto",2026-04-18,"0.25",31,2026-04-11,"wk inc covid hosp",1,"quantile"
"Toronto",2026-04-18,"0.5",36,2026-04-11,"wk inc covid hosp",1,"quantile"
"Toronto",2026-04-18,"0.75",41,2026-04-11,"wk inc covid hosp",1,"quantile"
"Toronto",2026-04-18,"0.9",51,2026-04-11,"wk inc covid hosp",1,"quantile"
"Toronto",2026-04-18,"0.975",87,2026-04-11,"wk inc covid hosp",1,"quantile"
"West",2026-04-18,"0.025",21,2026-04-11,"wk inc covid hosp",1,"quantile"
"West",2026-04-18,"0.1",58,2026-04-11,"wk inc covid hosp",1,"quantile"
"West",2026-04-18,"0.25",68,2026-04-11,"wk inc covid hosp",1,"quantile"
"West",2026-04-18,"0.5",73,2026-04-11,"wk inc covid hosp",1,"quantile"
"West",2026-04-18,"0.75",78,2026-04-11,"wk inc covid hosp",1,"quantile"
"West",2026-04-18,"0.9",89,2026-04-11,"wk inc covid hosp",1,"quantile"
"West",2026-04-18,"0.975",125,2026-04-11,"wk inc covid hosp",1,"quantile"
"Central",2026-04-25,"0.025",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"Central",2026-04-25,"0.1",42,2026-04-11,"wk inc covid hosp",2,"quantile"
"Central",2026-04-25,"0.25",63,2026-04-11,"wk inc covid hosp",2,"quantile"
"Central",2026-04-25,"0.5",72,2026-04-11,"wk inc covid hosp",2,"quantile"
"Central",2026-04-25,"0.75",81,2026-04-11,"wk inc covid hosp",2,"quantile"
"Central",2026-04-25,"0.9",103,2026-04-11,"wk inc covid hosp",2,"quantile"
"Central",2026-04-25,"0.975",170,2026-04-11,"wk inc covid hosp",2,"quantile"
"East",2026-04-25,"0.025",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"East",2026-04-25,"0.1",13,2026-04-11,"wk inc covid hosp",2,"quantile"
"East",2026-04-25,"0.25",34,2026-04-11,"wk inc covid hosp",2,"quantile"
"East",2026-04-25,"0.5",43,2026-04-11,"wk inc covid hosp",2,"quantile"
"East",2026-04-25,"0.75",52,2026-04-11,"wk inc covid hosp",2,"quantile"
"East",2026-04-25,"0.9",73,2026-04-11,"wk inc covid hosp",2,"quantile"
"East",2026-04-25,"0.975",141,2026-04-11,"wk inc covid hosp",2,"quantile"
"North East",2026-04-25,"0.025",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"North East",2026-04-25,"0.1",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"North East",2026-04-25,"0.25",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"North East",2026-04-25,"0.5",6,2026-04-11,"wk inc covid hosp",2,"quantile"
"North East",2026-04-25,"0.75",15,2026-04-11,"wk inc covid hosp",2,"quantile"
"North East",2026-04-25,"0.9",36,2026-04-11,"wk inc covid hosp",2,"quantile"
"North East",2026-04-25,"0.975",103,2026-04-11,"wk inc covid hosp",2,"quantile"
"North West",2026-04-25,"0.025",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"North West",2026-04-25,"0.1",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"North West",2026-04-25,"0.25",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"North West",2026-04-25,"0.5",4,2026-04-11,"wk inc covid hosp",2,"quantile"
"North West",2026-04-25,"0.75",13,2026-04-11,"wk inc covid hosp",2,"quantile"
"North West",2026-04-25,"0.9",34,2026-04-11,"wk inc covid hosp",2,"quantile"
"North West",2026-04-25,"0.975",102,2026-04-11,"wk inc covid hosp",2,"quantile"
"Ontario",2026-04-25,"0.025",145,2026-04-11,"wk inc covid hosp",2,"quantile"
"Ontario",2026-04-25,"0.1",212,2026-04-11,"wk inc covid hosp",2,"quantile"
"Ontario",2026-04-25,"0.25",233,2026-04-11,"wk inc covid hosp",2,"quantile"
"Ontario",2026-04-25,"0.5",242,2026-04-11,"wk inc covid hosp",2,"quantile"
"Ontario",2026-04-25,"0.75",251,2026-04-11,"wk inc covid hosp",2,"quantile"
"Ontario",2026-04-25,"0.9",272,2026-04-11,"wk inc covid hosp",2,"quantile"
"Ontario",2026-04-25,"0.975",339,2026-04-11,"wk inc covid hosp",2,"quantile"
"Toronto",2026-04-25,"0.025",0,2026-04-11,"wk inc covid hosp",2,"quantile"
"Toronto",2026-04-25,"0.1",9,2026-04-11,"wk inc covid hosp",2,"quantile"
